ISIN-CODE,NSE-CODE,buy-date,buy-price,sell-date,sell-price,buy-share-count,returns-share-count,invested,cumulative-returns,n-return-times,CAGR,corporate-action-count
INE114A01011,STEEL AUTH. ,2020-04-15,26.15,2021-03-02,78.85,1912,1912,50000,150761.19999999998,3,9,0
INE280A01028,TITAN     ,2020-04-15,949.9,2021-03-02,1470.9,52,52,50000,76486.8,1,3,0
INE500A01029,DCW LTD.  ,2020-04-15,9.76,2021-03-02,29.35,5122,5122,50000,150330.7,3,9,0
INE041A01016,DHAMPUR SUGA,2020-04-15,103.95,2021-03-02,185.9,481,481,50000,89417.90000000001,1,4,0
INE591D01014,DIAMINES&CHM,2020-04-15,183.2,2021-03-02,307.85,272,272,50000,83735.20000000001,1,4,0
INE280B01018,ELANTAS   ,2020-04-15,2337.15,2021-03-02,3800.4,21,21,50000,79808.40000000001,1,3,0
INE089A01023,DR.REDDYS,2020-04-15,3803.95,2021-03-02,4406.2,13,13,50000,57280.6,1,1,0
INE126A01031,E.I.D.PAR ,2020-04-15,133.5,2021-03-02,338.25,374,374,50000,126505.5,2,8,0
INE199A01012,PGHL      ,2020-04-15,4395.4,2021-03-02,6768.8,11,11,50000,74456.8,1,3,0
INE086A01029,ELEC.CASTING,2020-04-15,9.28,2021-03-02,26.65,5387,5387,50000,143563.55,2,9,0
INE284A01012,ESAB INDIA,2020-04-15,1048.7,2021-03-02,1888.7,47,47,50000,88768.90000000001,1,4,0
INE255A01020,ESSEL PROP,2020-04-15,164.5,2021-03-02,223.75,303,303,50000,67796.25,1,2,0
INE778B01029,ESTER INDUS.,2020-04-15,27.35,2021-03-02,114.8,1828,1828,50000,209854.4,4,12,0
INE160F01013,P.H.CAPITAL ,2020-04-15,18.9,2021-03-02,29.05,2645,2645,50000,76837.25,1,3,0
INE235A01022,FINOL. CABLE,2020-04-15,240.7,2021-03-02,395.05,207,207,50000,81775.35,1,4,0
INE515A01019,CMI FPE   ,2020-04-15,506.8,2021-03-02,794.0,98,98,50000,77812.0,1,3,0
INE516A01017,UFLEX LTD ,2020-04-15,165.45,2021-03-02,368.15,302,302,50000,111181.29999999999,2,6,0
INE519A01011,FOSECO INDIA,2020-04-15,1024.0,2021-03-02,1239.95,48,48,50000,59517.600000000006,1,1,0
INE388A01029,GANESH BENZO,2020-04-15,28.95,2021-03-02,72.8,1727,1727,50000,125725.59999999999,2,7,0
INE085D01033,METROGLOBL,2020-04-15,35.85,2021-03-02,54.05,1394,1394,50000,75345.7,1,3,0
INE043A01012,GTL LTD.  ,2020-04-15,1.27,2021-03-02,6.7,39370,39370,50000,263779.0,5,14,0
INE233A01035,GODREJ IND,2020-04-15,273.2,2021-03-02,457.9,183,183,50000,83795.7,1,4,0
INE531A01024,KANSAI NERO ,2020-04-15,351.2,2021-03-02,570.8,142,142,50000,81053.59999999999,1,4,0
INE300A01016,GOODRICKE ,2020-04-15,146.7,2021-03-02,225.55,340,340,50000,76687.0,1,3,0
INE533A01012,GOODYEAR (I),2020-04-15,631.45,2021-03-02,977.95,79,79,50000,77258.05,1,3,0
INE537A01013,GTN INDUS ,2020-04-15,5.14,2021-03-02,11.04,9727,9727,50000,107386.07999999999,2,6,0
INE539A01019,GHCL LTD  ,2020-04-15,112.45,2021-03-02,232.6,444,444,50000,103274.4,2,6,0
INE538A01037,GFLLIMITED,2020-04-15,80.25,2021-03-02,93.95,623,623,50000,58530.85,1,1,0
INE236A01020,HCL INFOSYS ,2020-04-15,5.07,2021-03-02,9.41,9861,9861,50000,92792.01,1,5,0
INE158A01026,HEROMOTOCO,2020-04-15,1824.9,2021-03-02,3474.8,27,27,50000,93819.6,1,5,0
INE548A01028,HFCL      ,2020-04-15,11.38,2021-03-02,28.85,4393,4393,50000,126738.05,2,8,0
INE019C01026,HSCL      ,2020-04-15,46.25,2021-03-02,47.8,1081,1081,50000,51671.799999999996,1,0,0
INE549A01026,HIND.CONSTN.,2020-04-15,4.76,2021-03-02,8.61,10504,10504,50000,90439.43999999999,1,5,0
INE345A01011,HIND.OIL EXP,2020-04-15,38.2,2021-03-02,99.2,1308,1308,50000,129753.6,2,8,0
INE415A01038,HSIL      ,2020-04-15,50.2,2021-03-02,172.6,996,996,50000,171909.6,3,10,0
INE267A01025,HINDUS.ZI ,2020-04-15,170.05,2021-03-02,315.25,294,294,50000,92683.5,1,5,0
INE262A01018,HMT LTD.  ,2020-04-15,10.99,2021-03-02,26.4,4549,4549,50000,120093.59999999999,2,7,0
INE962B01011,PRAG BOSIMI ,2020-04-15,2.31,2021-03-02,1.76,21645,21645,50000,38095.2,0,-2,0
INE102A01024,HLVLTD    ,2020-04-15,3.74,2021-03-02,5.91,13368,13368,50000,79004.88,1,3,0
INE204A01010,I.G.PETRO ,2020-04-15,140.9,2021-03-02,472.9,354,354,50000,167406.6,3,10,0
INE560A01015,IND.GLYCOLS ,2020-04-15,253.65,2021-03-02,517.5,197,197,50000,101947.5,2,6,0
INE156A01020,INDO RAMA ,2020-04-15,13.72,2021-03-02,36.25,3644,3644,50000,132095.0,2,8,0
INE009A01021,INFOSYS LTD ,2020-04-15,639.15,2021-03-02,1304.05,78,78,50000,101715.9,2,6,0
INE177A01018,INGERSOLL ,2020-04-15,627.95,2021-03-02,743.15,79,79,50000,58708.85,1,1,0
INE901A01011,INSILCO LTD.,2020-04-15,8.6,2021-03-02,8.15,5813,5813,50000,47375.950000000004,0,0,0
INE262B01016,INTER.TRAVEL,2020-04-15,51.0,2021-03-02,53.5,980,980,50000,52430.0,1,0,0
INE570A01014,ION EXCHANGE,2020-04-15,683.9,2021-03-02,1403.2,73,73,50000,102433.6,2,6,0
INE209A01019,AGRO TECH FO,2020-04-15,499.2,2021-03-02,819.95,100,100,50000,81995.0,1,4,0
INE175A01038,JAIN IRRIG,2020-04-15,4.46,2021-03-02,20.1,11210,11210,50000,225321.00000000003,4,13,0
INE711C01010,JASCH INDUST,2020-04-15,20.6,2021-03-02,55.0,2427,2427,50000,133485.0,2,8,0
INE945A01026,JCT LTD   ,2020-04-15,1.08,2021-03-02,0.96,46296,46296,50000,44444.159999999996,0,0,0
INE197D01010,JINDAL POLYF,2020-04-15,215.0,2021-03-02,540.2,232,232,50000,125326.40000000001,2,7,0
INE019A01038,JSWSL     ,2020-04-15,171.15,2021-03-02,413.55,292,292,50000,120756.6,2,7,0
INE864B01027,UMANG DAIR,2020-04-15,36.4,2021-03-02,64.55,1373,1373,50000,88627.15,1,4,0
INE217B01036,KAJARIA CER.,2020-04-15,366.75,2021-03-02,962.95,136,136,50000,130961.20000000001,2,8,0
INE437B01014,KAKATIYA CEM,2020-04-15,133.1,2021-03-02,184.0,375,375,50000,69000.0,1,2,0
INE907A01026,KALYANI STEL,2020-04-15,142.2,2021-03-02,318.7,351,351,50000,111863.7,2,6,0
INE252C01015,KANELIND  ,2020-04-15,0.26,2021-03-02,1.2,192307,192307,50000,230768.4,4,13,0
INE716A01013,WHIRLPOOL ,2020-04-15,1772.9,2021-03-02,2428.2,28,28,50000,67989.59999999999,1,2,0
INE104A01012,KG DENIM  ,2020-04-15,18.4,2021-03-02,32.3,2717,2717,50000,87759.09999999999,1,4,0
INE266B01017,KINETIC ENG.,2020-04-15,17.27,2021-03-02,44.3,2895,2895,50000,128248.49999999999,2,8,0
INE732A01036,KIRL.BROS.,2020-04-15,95.95,2021-03-02,165.4,521,521,50000,86173.40000000001,1,4,0
INE250A01039,KIRL INDUS,2020-04-15,469.8,2021-03-02,1223.05,106,106,50000,129643.29999999999,2,8,0
INE884B01025,KIRL.FERROUS,2020-04-15,51.5,2021-03-02,170.5,970,970,50000,165385.0,3,10,0
INE999A01015,KSB       ,2020-04-15,495.6,2021-03-02,764.95,100,100,50000,76495.0,1,3,0
INE337A01034,L.G.BALKRISH,2020-04-15,179.95,2021-03-02,316.95,277,277,50000,87795.15,1,4,0
INE849A01020,TRENT LTD.,2020-04-15,454.35,2021-03-02,905.85,110,110,50000,99643.5,1,5,0
INE269B01029,LAXMIMACH ,2020-04-15,2434.85,2021-03-02,6454.65,20,20,50000,129093.0,2,8,0
INE326A01037,LUPIN LTD.,2020-04-15,810.55,2021-03-02,1054.6,61,61,50000,64330.59999999999,1,2,0
INE933A01014,LYKA LABS ,2020-04-15,18.93,2021-03-02,30.35,2641,2641,50000,80154.35,1,4,0
INE331A01037,RAMCOCEM  ,2020-04-15,516.95,2021-03-02,993.75,96,96,50000,95400.0,1,5,0
INE270B01027,MAFATLAL IND,2020-04-15,61.7,2021-03-02,93.7,810,810,50000,75897.0,1,3,0
INE271B01025,MAH.SEAMLESS,2020-04-15,191.85,2021-03-02,283.85,260,260,50000,73801.0,1,3,0
INE201B01022,MAJESTIC AUT,2020-04-15,68.7,2021-03-02,116.1,727,727,50000,84404.7,1,4,0
INE201A01024,MANALI PETRO,2020-04-15,16.05,2021-03-02,64.65,3115,3115,50000,201384.75000000003,4,12,0
INE831A01028,MIRC ELECT,2020-04-15,5.02,2021-03-02,14.77,9960,9960,50000,147109.19999999998,2,9,0
INE485A01015,CENTURY ENKA,2020-04-15,131.25,2021-03-02,261.1,380,380,50000,99218.00000000001,1,5,0
INE846D01012,LORDS CHLORO,2020-04-15,21.75,2021-03-02,30.8,2298,2298,50000,70778.40000000001,1,2,0
INE285B01017,SPICEJET LTD,2020-04-15,46.3,2021-03-02,83.8,1079,1079,50000,90420.2,1,5,0
INE083A01026,MOREPEN LAB.,2020-04-15,14.59,2021-03-02,29.0,3427,3427,50000,99383.0,1,5,0
INE883A01011,MRF LTD.  ,2020-04-15,57433.4,2021-03-02,89729.5,0,0,50000,0.0,0,-100,0
INE578A01017,HEIDEL CEM,2020-04-15,150.35,2021-03-02,229.1,332,332,50000,76061.2,1,3,0
INE868B01028,NCC       ,2020-04-15,25.4,2021-03-02,93.8,1968,1968,50000,184598.4,3,11,0
INE205A01025,VEDL      ,2020-04-15,78.55,2021-03-02,214.7,636,636,50000,136549.19999999998,2,8,0
INE290A01027,NAHAR SPG.,2020-04-15,30.85,2021-03-02,94.9,1620,1620,50000,153738.0,3,9,0
INE585A01020,NAT.PEROXIDE,2020-04-15,1542.5,2021-03-02,1934.85,32,32,50000,61915.2,1,1,0
INE047A01021,GRASIM IND. ,2020-04-15,535.2,2021-03-02,1295.4,93,93,50000,120472.20000000001,2,7,0
INE140A01024,PEL       ,2020-04-15,933.3,2021-03-02,1918.0,53,53,50000,101654.0,2,6,0
INE161A01038,NIIT LTD. ,2020-04-15,81.0,2021-03-02,196.05,617,617,50000,120962.85,2,7,0
INE910A01012,NIRLON    ,2020-04-15,236.85,2021-03-02,275.45,211,211,50000,58119.95,1,1,0
INE213A01029,ONGC CORPN,2020-04-15,74.35,2021-03-02,113.45,672,672,50000,76238.40000000001,1,3,0
INE591A01010,OIL COUNTRY ,2020-04-15,4.55,2021-03-02,4.42,10989,10989,50000,48571.38,0,0,0
INE750A01020,ORIENT HOTEL,2020-04-15,18.35,2021-03-02,23.25,2724,2724,50000,63333.0,1,1,0
INE557C01017,INDIAN SUCRO,2020-04-15,19.75,2021-03-02,23.85,2531,2531,50000,60364.350000000006,1,1,0
INE002A01018,RELIANCE  ,2020-04-15,1150.05,2021-03-02,2106.2,43,43,50000,90566.59999999999,1,5,0
INE600A01035,PILITA    ,2020-04-15,4.0,2021-03-02,15.28,12500,12500,50000,191000.0,3,11,0
INE301A01014,RAYMOND   ,2020-04-15,274.15,2021-03-02,378.65,182,182,50000,68914.3,1,2,0
INE318A01026,PIDILITE  ,2020-04-15,1473.7,2021-03-02,1726.85,33,33,50000,56986.049999999996,1,1,0
INE751B01018,PIX TRANS ,2020-04-15,92.5,2021-03-02,357.3,540,540,50000,192942.0,3,11,0
INE340A01012,BIRLA CORPN.,2020-04-15,429.4,2021-03-02,863.05,116,116,50000,100113.79999999999,2,5,0
INE335A01012,SURYA ROSHNI,2020-04-15,81.0,2021-03-02,353.0,617,617,50000,217801.0,4,13,0
INE010A01011,PRSMJOHNSN,2020-04-15,36.25,2021-03-02,106.05,1379,1379,50000,146242.94999999998,2,9,0
INE855B01025,RAIN      ,2020-04-15,68.85,2021-03-02,161.45,726,726,50000,117212.7,2,7,0
INE606A01024,AMJLAND   ,2020-04-15,15.09,2021-03-02,27.05,3313,3313,50000,89616.65000000001,1,4,0
INE609A01010,PUN.COMMUNI.,2020-04-15,11.29,2021-03-02,22.5,4428,4428,50000,99630.0,1,5,0
INE611A01016,RSWM  LTD ,2020-04-15,74.05,2021-03-02,162.65,675,675,50000,109788.75,2,6,0
INE562B01019,RAJSH.SUGAR ,2020-04-15,15.2,2021-03-02,16.95,3289,3289,50000,55748.549999999996,1,0,0
INE613A01020,RALLIS INDIA,2020-04-15,207.15,2021-03-02,258.15,241,241,50000,62214.149999999994,1,1,0
INE278B01020,RAMANEWS  ,2020-04-15,13.99,2021-03-02,15.4,3573,3573,50000,55024.200000000004,1,0,0
INE350D01015,RAPICUT CARB,2020-04-15,24.0,2021-03-02,25.8,2083,2083,50000,53741.4,1,0,0
INE731F01037,WELSPLSOL ,2020-04-15,6.97,2021-03-02,9.52,7173,7173,50000,68286.95999999999,1,2,0
INE293A01013,ROLTA (I) ,2020-04-15,3.08,2021-03-02,4.17,16233,16233,50000,67691.61,1,2,0
INE642C01025,RUBFILA INT.,2020-04-15,25.0,2021-03-02,63.7,2000,2000,50000,127400.0,2,8,0
INE619A01035,RUCHI SOYA,2020-04-15,240.0,2021-03-02,724.8,208,208,50000,150758.4,3,9,0
INE324A01024,JINDAL SAW,2020-04-15,53.05,2021-03-02,79.95,942,942,50000,75312.90000000001,1,3,0
INE786A01032,JK LAKSHMI,2020-04-15,200.45,2021-03-02,432.45,249,249,50000,107680.05,2,6,0
INE070A01015,SHREE CEMENT,2020-04-15,18155.8,2021-03-02,27661.9,2,2,50000,55323.8,1,0,0
INE036A01016,REL INFRA ,2020-04-15,14.18,2021-03-02,32.45,3526,3526,50000,114418.70000000001,2,7,0
INE245A01021,TATA POWER,2020-04-15,35.15,2021-03-02,100.4,1422,1422,50000,142768.80000000002,2,9,0
INE387A01021,SUNDARAM FAS,2020-04-15,277.9,2021-03-02,711.8,179,179,50000,127412.2,2,8,0
INE947A01014,SUNFLAG IRON,2020-04-15,26.1,2021-03-02,69.1,1915,1915,50000,132326.5,2,8,0
INE663A01017,SUPREME PET ,2020-04-15,139.5,2021-03-02,419.95,358,358,50000,150342.1,3,9,0
INE277A01016,SWARAJ ENGIN,2020-04-15,932.0,2021-03-02,1394.8,53,53,50000,73924.4,1,3,0
INE670A01012,TATA ELXSI,2020-04-15,733.15,2021-03-02,2585.95,68,68,50000,175844.59999999998,3,11,0
INE012A01025,ACC LTD   ,2020-04-15,1138.3,2021-03-02,1771.75,43,43,50000,76185.25,1,3,0
INE152A01029,THERMAX   ,2020-04-15,703.8,2021-03-02,1411.55,71,71,50000,100220.05,2,5,0
INE338A01024,THIRUMALAI,2020-04-15,43.55,2021-03-02,99.5,1148,1148,50000,114226.0,2,7,0
INE332A01027,THOMAS COOK ,2020-04-15,33.75,2021-03-02,47.4,1481,1481,50000,70199.4,1,2,0
INE064A01026,TIMEX GROUP ,2020-04-15,18.5,2021-03-02,31.3,2702,2702,50000,84572.6,1,4,0
INE932C01012,TOKYO PLAST ,2020-04-15,61.0,2021-03-02,70.5,819,819,50000,57739.5,1,1,0
INE685A01028,TORRENT PHAR,2020-04-15,2299.45,2021-03-02,2468.95,21,21,50000,51847.95,1,0,0
INE019B01010,TRANSCHEM ,2020-04-15,12.65,2021-03-02,18.15,3952,3952,50000,71728.79999999999,1,3,0
INE079A01024,AMBUJA CEME ,2020-04-15,168.55,2021-03-02,278.9,296,296,50000,82554.4,1,4,0
INE184E01024,UTLINDS   ,2020-04-15,6.02,2021-03-02,11.1,8305,8305,50000,92185.5,1,5,0
INE037A01022,UNIPHOS ENT.,2020-04-15,45.1,2021-03-02,83.25,1108,1108,50000,92241.0,1,5,0
INE038A01020,HINDALCO  ,2020-04-15,115.05,2021-03-02,345.25,434,434,50000,149838.5,2,9,0
INE976A01021,WEST COAS PA,2020-04-15,140.85,2021-03-02,251.6,354,354,50000,89066.4,1,4,0
INE048A01011,HIND.ORG.CHM,2020-04-15,10.65,2021-03-02,31.1,4694,4694,50000,145983.4,2,9,0
INE818B01023,PAS.ACRYLON ,2020-04-15,7.87,2021-03-02,14.34,6353,6353,50000,91102.02,1,5,0
INE179A01014,PROCTER &GAM,2020-04-15,11127.7,2021-03-02,13064.7,4,4,50000,52258.8,1,0,0
INE304A01026,MUKAND LTD. ,2020-04-15,16.66,2021-03-02,62.1,3001,3001,50000,186362.1,3,11,0
INE676A01019,AGCNET    ,2020-04-15,245.0,2021-03-02,1002.95,204,204,50000,204601.80000000002,4,12,0
INE139B01016,UCAL FUEL ,2020-04-15,95.75,2021-03-02,155.8,522,522,50000,81327.6,1,4,0
INE544A01019,HARR.MALAYAL,2020-04-15,57.25,2021-03-02,144.05,873,873,50000,125755.65000000001,2,7,0
INE081A01012,TATA STEEL,2020-04-15,285.15,2021-03-02,735.2,175,175,50000,128660.00000000001,2,8,0
INE640A01023,SKF INDIA ,2020-04-15,1406.3,2021-03-02,2245.8,35,35,50000,78603.0,1,3,0
INE208A01029,ASHOK LEYL. ,2020-04-15,46.7,2021-03-02,132.6,1070,1070,50000,141882.0,2,9,0
INE298A01020,CUMMINS (I) ,2020-04-15,375.55,2021-03-02,818.55,133,133,50000,108867.15,2,6,0
INE151A01013,TATA COMM ,2020-04-15,355.9,2021-03-02,1204.4,140,140,50000,168616.0,3,10,0
INE358A01014,ABBOTT (I),2020-04-15,17102.3,2021-03-02,14522.2,2,2,50000,29044.4,0,-4,0
INE465A01025,BHARAT FORGE,2020-04-15,236.95,2021-03-02,636.85,211,211,50000,134375.35,2,8,0
INE042A01014,ESCORTS LTD.,2020-04-15,714.15,2021-03-02,1311.05,70,70,50000,91773.5,1,5,0
INE253A01025,HIND.MOTORS ,2020-04-15,4.1,2021-03-02,7.49,12195,12195,50000,91340.55,1,5,0
INE018A01030,LARSEN & TOU,2020-04-15,879.9,2021-03-02,1485.6,56,56,50000,83193.59999999999,1,4,0
INE101A01026,MAH & MAH ,2020-04-15,353.15,2021-03-02,859.9,141,141,50000,121245.9,2,7,0
INE323A01026,BOSCH LTD ,2020-04-15,10529.9,2021-03-02,15443.1,4,4,50000,61772.4,1,1,0
INE029A01011,BHARAT PET. ,2020-04-15,353.7,2021-03-02,469.0,141,141,50000,66129.0,1,2,0
INE003A01024,SIEMENS LTD.,2020-04-15,1195.4,2021-03-02,1940.2,41,41,50000,79548.2,1,3,0
INE155A01022,TATA MOTORS ,2020-04-15,72.85,2021-03-02,345.7,686,686,50000,237150.19999999998,4,13,0
INE226A01021,VOLTAS LTD,2020-04-15,515.5,2021-03-02,1067.7,96,96,50000,102499.20000000001,2,6,0
INE017A01032,GREAT EASTE ,2020-04-15,193.85,2021-03-02,334.55,257,257,50000,85979.35,1,4,0
INE501A01019,DEEPAK FERT.,2020-04-15,88.6,2021-03-02,205.0,564,564,50000,115620.0,2,7,0
INE369A01029,EXCEL INDUST,2020-04-15,624.05,2021-03-02,861.45,80,80,50000,68916.0,1,2,0
INE291A01017,GARWARE POLY,2020-04-15,155.2,2021-03-02,669.05,322,322,50000,215434.09999999998,4,12,0
INE159A01016,GLAXOSMITH,2020-04-15,1478.2,2021-03-02,1467.1,33,33,50000,48414.299999999996,0,0,0
INE113A01013,GUJ.NARMADA ,2020-04-15,139.35,2021-03-02,325.1,358,358,50000,116385.8,2,7,0
INE234A01025,NOVARTIS  ,2020-04-15,582.3,2021-03-02,614.45,85,85,50000,52228.25000000001,1,0,0
INE058A01010,SANOFI    ,2020-04-15,7484.1,2021-03-02,8326.55,6,6,50000,49959.299999999996,0,0,0
INE182A01018,PFIZER LTD. ,2020-04-15,4426.35,2021-03-02,4655.9,11,11,50000,51214.899999999994,1,0,0
INE026A01025,GUJ.ST.FERT ,2020-04-15,43.9,2021-03-02,98.55,1138,1138,50000,112149.9,2,6,0
INE030A01027,HIND UNI LT ,2020-04-15,2489.75,2021-03-02,2178.0,20,20,50000,43560.0,0,-1,0
INE133A01011,AKZOINDIA ,2020-04-15,2070.3,2021-03-02,2205.7,24,24,50000,52936.799999999996,1,0,0
INE163A01018,NOCIL LTD ,2020-04-15,73.5,2021-03-02,180.5,680,680,50000,122740.0,2,7,0
INE092A01019,TATA CHEM.,2020-04-15,240.2,2021-03-02,733.25,208,208,50000,152516.0,3,9,0
INE148A01019,T.P.L.    ,2020-04-15,28.75,2021-03-02,54.4,1739,1739,50000,94601.59999999999,1,5,0
INE217A01012,ZUARIGLOB ,2020-04-15,49.5,2021-03-02,89.55,1010,1010,50000,90445.5,1,5,0
INE239A01016,NESTLE (I),2020-04-15,17323.2,2021-03-02,16571.9,2,2,50000,33143.8,0,-3,0
INE192A01025,TATACONSUM,2020-04-15,315.65,2021-03-02,631.4,158,158,50000,99761.2,1,5,0
INE021A01026,ASIAN PAINTS,2020-04-15,1718.4,2021-03-02,2390.85,29,29,50000,69334.65,1,2,0
INE216A01030,BRITANIA IND,2020-04-15,2839.35,2021-03-02,3447.1,17,17,50000,58600.7,1,1,0
INE259A01022,COLGATE PALM,2020-04-15,1389.5,2021-03-02,1600.5,35,35,50000,56017.5,1,0,0
INE230A01023,EIH LTD.  ,2020-04-15,76.05,2021-03-02,97.0,657,657,50000,63729.0,1,2,0
INE053A01029,INDIAN HOTEL,2020-04-15,82.25,2021-03-02,120.65,607,607,50000,73234.55,1,3,0
INE172A01027,CASTROL   ,2020-04-15,113.25,2021-03-02,137.95,441,441,50000,60835.95,1,1,0
INE438A01022,APOLLO TYRES,2020-04-15,88.0,2021-03-02,246.3,568,568,50000,139898.4,2,8,0
INE482A01020,CEAT LIMITED,2020-04-15,781.65,2021-03-02,1643.6,63,63,50000,103546.79999999999,2,6,0
INE832A01018,MODI RUBBER ,2020-04-15,31.4,2021-03-02,165.35,1592,1592,50000,263237.2,5,14,0
INE183A01016,FINOLEX IND.,2020-04-15,423.8,2021-03-02,634.95,117,117,50000,74289.15000000001,1,3,0
INE286N01010,PRISMX    ,2020-04-15,16.05,2021-03-02,46.2,3115,3115,50000,143913.0,2,9,0
INE695D01021,WALCHAND PF ,2020-04-15,45.4,2021-03-02,66.4,1101,1101,50000,73106.40000000001,1,3,0
INE314H01012,TECHNVISN ,2020-04-15,198.55,2021-03-02,189.0,251,251,50000,47439.0,0,0,0
